ID;Naam;HuishoudenID;AdresID;Ingangsdatum;Einddatum
5198;Marshall Hernandez;5;5198;1-1-2022;
5199;Anas Duncan;4;5199;1-1-2022;
5200;Jordan Turner;4;5200;1-1-2022;
5201;Caoimhe Gomez;5;5201;1-1-2022;
5202;Thea Vargas;1;5202;1-1-2022;
5203;Safa Kane;5;5203;1-1-2022;
5204;Sienna Best;3;5204;1-1-2022;
5205;Lucinda Chavez;1;5205;1-1-2022;
5206;Kirsty Morrow;3;5206;1-1-2022;
5207;Samara Ball;5;5207;1-1-2022;
5208;Maggie Carroll;4;5208;1-1-2022;
5209;Nell Patrick;4;5209;1-1-2022;
5210;Daniella O'Quinn;5;5210;1-1-2022;
5211;Bryan Rojas;4;5211;1-1-2022;
5212;Jacqueline Newton;1;5212;1-1-2022;
5213;Dominik Taylor;4;5213;1-1-2022;
5214;Shannon Bauer;4;5214;1-1-2022;
5215;Jim Rasmussen;5;5215;1-1-2022;
5216;Miah Doyle;4;5216;1-1-2022;
5217;Harri Rangel;3;5217;1-1-2022;
5218;Emelia Grimes;1;5218;1-1-2022;
5219;Kaden Hilton;1;5219;1-1-2022;
5220;Cameron Dickerson;3;5220;1-1-2022;
5221;Idris Copeland;2;5221;1-1-2022;
5222;Hayden Chen;2;5222;1-1-2022;
5223;Clayton Farrell;2;5223;1-1-2022;
5224;Safia Hodges;1;5224;1-1-2022;
5225;Brendan Suarez;4;5225;1-1-2022;
5226;Tim Mckee;2;5226;1-1-2022;
5227;Abbie Lyons;2;5227;1-1-2022;
5228;Morgan Short;5;5228;1-1-2022;
5229;Owais York;2;5229;1-1-2022;
5230;Grace Berry;4;5230;1-1-2022;
5231;Anoushka Moses;3;5231;1-1-2022;
5232;Ben Peters;4;5232;1-1-2022;
5233;Pauline Murphy;5;5233;1-1-2022;
5234;Liam Flores;3;5234;1-1-2022;
5235;Huda Greene;5;5235;1-1-2022;
5236;Aiza Hunter;3;5236;1-1-2022;
5237;Conor Buck;4;5237;1-1-2022;
5238;Damien Lang;2;5238;1-1-2022;
5239;Leanne Sparks;4;5239;1-1-2022;
5240;Kelvin Lamb;3;5240;1-1-2022;
5241;Gareth Frederick;5;5241;1-1-2022;
5242;Keane Carver;2;5242;1-1-2022;
5243;Ishaan Ford;4;5243;1-1-2022;
5244;Lottie Rice;2;5244;1-1-2022;
5245;Ioan Mayo;1;5245;1-1-2022;
5246;Talha Harvey;1;5246;1-1-2022;
5247;Montgomery Sweeney;3;5247;1-1-2022;
5248;Caroline Solis;4;5248;1-1-2022;
5249;Marilyn Grant;2;5249;1-1-2022;
5250;Jemima Acevedo;3;5250;1-1-2022;
5251;Shakira Brooks;1;5251;1-1-2022;
5252;Cayden Rosario;3;5252;1-1-2022;
5253;Shayla Garrett;5;5253;1-1-2022;
5254;Timothy Hunt;2;5254;1-1-2022;
5255;Cassie Spencer;3;5255;1-1-2022;
5256;Albie Warren;5;5256;1-1-2022;
5257;Wilbur Sears;5;5257;1-1-2022;
5258;Ayesha Oliver;1;5258;1-1-2022;
5259;Harrison Cisneros;2;5259;1-1-2022;
5260;Jane Ortiz;2;5260;1-1-2022;
5261;Daisie Hammond;1;5261;1-1-2022;
5262;Lili Ramsey;3;5262;1-1-2022;
5263;Kaleb Krueger;5;5263;1-1-2022;
5264;Bailey Hardin;3;5264;1-1-2022;
5265;Tiffany Lindsay;4;5265;1-1-2022;
5266;Corey Wilkinson;5;5266;1-1-2022;
5267;Hugh Carlson;1;5267;1-1-2022;
5268;Saarah Cardenas;2;5268;1-1-2022;
5269;Ray Haynes;3;5269;1-1-2022;
5270;Madeline Cook;3;5270;1-1-2022;
5271;Gertrude Owen;3;5271;1-1-2022;
5272;Abbey Stark;5;5272;1-1-2022;
5273;Hamza Haas;3;5273;1-1-2022;
5274;Imogen Medina;4;5274;1-1-2022;
5275;Cordelia Reed;3;5275;1-1-2022;
5276;Denise Roy;4;5276;1-1-2022;
5277;Edith O'Moore;3;5277;1-1-2022;
5278;Addie Friedman;1;5278;1-1-2022;
5279;James Harrington;4;5279;1-1-2022;
5280;Stephen Mcgrath;4;5280;1-1-2022;
5281;Luc Horton;3;5281;1-1-2022;
5282;Emmie Mcdowell;5;5282;1-1-2022;
5283;Mathilda Manning;5;5283;1-1-2022;
5284;Roosevelt Wiley;1;5284;1-1-2022;
5285;Louis Massey;4;5285;1-1-2022;
5286;Yusra Galvan;4;5286;1-1-2022;
5287;Elisabeth Mullins;5;5287;1-1-2022;
5288;Lennon Yoder;3;5288;1-1-2022;
5289;Rosalie Calhoun;4;5289;1-1-2022;
5290;Keisha Barnett;2;5290;1-1-2022;
5291;Keziah Conley;2;5291;1-1-2022;
5292;Mathew Mcgowan;4;5292;1-1-2022;
5293;Yunus Conway;2;5293;1-1-2022;
5294;Zohaib Townsend;2;5294;1-1-2022;
5295;Arun Gould;1;5295;1-1-2022;
5296;Lina Holt;5;5296;1-1-2022;
5297;Earl Beard;1;5297;1-1-2022;
5298;Marshall Hernandez;5;5298;1-1-2022;
5299;Anas Duncan;1;5299;1-1-2022;
5300;Jordan Turner;2;5300;1-1-2022;
5301;Caoimhe Gomez;3;5301;1-1-2022;
5302;Thea Vargas;2;5302;1-1-2022;
5303;Safa Kane;5;5303;1-1-2022;
5304;Sienna Best;3;5304;1-1-2022;
5305;Lucinda Chavez;5;5305;1-1-2022;
5306;Kirsty Morrow;1;5306;1-1-2022;
5307;Samara Ball;1;5307;1-1-2022;
5308;Maggie Carroll;3;5308;1-1-2022;
5309;Nell Patrick;4;5309;1-1-2022;
5310;Daniella O'Quinn;3;5310;1-1-2022;
5311;Bryan Rojas;1;5311;1-1-2022;
5312;Jacqueline Newton;1;5312;1-1-2022;
5313;Dominik Taylor;5;5313;1-1-2022;
5314;Shannon Bauer;3;5314;1-1-2022;
5315;Jim Rasmussen;3;5315;1-1-2022;
5316;Miah Doyle;2;5316;1-1-2022;
5317;Harri Rangel;4;5317;1-1-2022;
5318;Emelia Grimes;2;5318;1-1-2022;
5319;Kaden Hilton;2;5319;1-1-2022;
5320;Cameron Dickerson;5;5320;1-1-2022;
5321;Idris Copeland;3;5321;1-1-2022;
5322;Hayden Chen;3;5322;1-1-2022;
5323;Clayton Farrell;3;5323;1-1-2022;
5324;Safia Hodges;4;5324;1-1-2022;
5325;Brendan Suarez;4;5325;1-1-2022;
5326;Tim Mckee;5;5326;1-1-2022;
5327;Abbie Lyons;4;5327;1-1-2022;
5328;Morgan Short;3;5328;1-1-2022;
5329;Owais York;5;5329;1-1-2022;
5330;Grace Berry;2;5330;1-1-2022;
5331;Anoushka Moses;1;5331;1-1-2022;
5332;Ben Peters;2;5332;1-1-2022;
5333;Pauline Murphy;2;5333;1-1-2022;
5334;Liam Flores;3;5334;1-1-2022;
5335;Huda Greene;4;5335;1-1-2022;
5336;Aiza Hunter;2;5336;1-1-2022;
5337;Conor Buck;1;5337;1-1-2022;
5338;Damien Lang;2;5338;1-1-2022;
5339;Leanne Sparks;4;5339;1-1-2022;
5340;Kelvin Lamb;3;5340;1-1-2022;
5341;Gareth Frederick;4;5341;1-1-2022;
5342;Keane Carver;1;5342;1-1-2022;
5343;Ishaan Ford;5;5343;1-1-2022;
5344;Lottie Rice;4;5344;1-1-2022;
5345;Ioan Mayo;1;5345;1-1-2022;
5346;Talha Harvey;2;5346;1-1-2022;
5347;Montgomery Sweeney;3;5347;1-1-2022;
5348;Caroline Solis;3;5348;1-1-2022;
5349;Marilyn Grant;1;5349;1-1-2022;
5350;Jemima Acevedo;2;5350;1-1-2022;
5351;Shakira Brooks;5;5351;1-1-2022;
5352;Cayden Rosario;2;5352;1-1-2022;
5353;Shayla Garrett;4;5353;1-1-2022;
5354;Timothy Hunt;4;5354;1-1-2022;
5355;Cassie Spencer;2;5355;1-1-2022;
5356;Albie Warren;3;5356;1-1-2022;
5357;Wilbur Sears;5;5357;1-1-2022;
5358;Ayesha Oliver;4;5358;1-1-2022;
5359;Harrison Cisneros;4;5359;1-1-2022;
5360;Jane Ortiz;2;5360;1-1-2022;
5361;Daisie Hammond;1;5361;1-1-2022;
5362;Lili Ramsey;5;5362;1-1-2022;
5363;Kaleb Krueger;3;5363;1-1-2022;
5364;Bailey Hardin;5;5364;1-1-2022;
5365;Tiffany Lindsay;1;5365;1-1-2022;
5366;Corey Wilkinson;5;5366;1-1-2022;
5367;Hugh Carlson;1;5367;1-1-2022;
5368;Saarah Cardenas;1;5368;1-1-2022;
5369;Ray Haynes;5;5369;1-1-2022;
5370;Madeline Cook;1;5370;1-1-2022;
5371;Gertrude Owen;3;5371;1-1-2022;
5372;Abbey Stark;1;5372;1-1-2022;
5373;Hamza Haas;4;5373;1-1-2022;
5374;Imogen Medina;2;5374;1-1-2022;
5375;Cordelia Reed;5;5375;1-1-2022;
5376;Denise Roy;4;5376;1-1-2022;
5377;Edith O'Moore;3;5377;1-1-2022;
5378;Addie Friedman;1;5378;1-1-2022;
5379;James Harrington;3;5379;1-1-2022;
5380;Stephen Mcgrath;3;5380;1-1-2022;
5381;Luc Horton;1;5381;1-1-2022;
5382;Emmie Mcdowell;5;5382;1-1-2022;
5383;Mathilda Manning;1;5383;1-1-2022;
5384;Roosevelt Wiley;4;5384;1-1-2022;
5385;Louis Massey;3;5385;1-1-2022;
5386;Yusra Galvan;4;5386;1-1-2022;
5387;Elisabeth Mullins;2;5387;1-1-2022;
5388;Lennon Yoder;1;5388;1-1-2022;
5389;Rosalie Calhoun;4;5389;1-1-2022;
5390;Keisha Barnett;2;5390;1-1-2022;
5391;Keziah Conley;2;5391;1-1-2022;
5392;Mathew Mcgowan;3;5392;1-1-2022;
5393;Yunus Conway;1;5393;1-1-2022;
5394;Zohaib Townsend;3;5394;1-1-2022;
5395;Arun Gould;2;5395;1-1-2022;
5396;Lina Holt;5;5396;1-1-2022;
5397;Earl Beard;2;5397;1-1-2022;
5398;Marshall Hernandez;2;5398;1-1-2022;
5399;Anas Duncan;1;5399;1-1-2022;
5400;Jordan Turner;2;5400;1-1-2022;
5401;Caoimhe Gomez;1;5401;1-1-2022;
5402;Thea Vargas;2;5402;1-1-2022;
5403;Safa Kane;4;5403;1-1-2022;
5404;Sienna Best;4;5404;1-1-2022;
5405;Lucinda Chavez;1;5405;1-1-2022;
5406;Kirsty Morrow;5;5406;1-1-2022;
5407;Samara Ball;2;5407;1-1-2022;
5408;Maggie Carroll;5;5408;1-1-2022;
5409;Nell Patrick;2;5409;1-1-2022;
5410;Daniella O'Quinn;1;5410;1-1-2022;
5411;Bryan Rojas;5;5411;1-1-2022;
5412;Jacqueline Newton;5;5412;1-1-2022;
5413;Dominik Taylor;3;5413;1-1-2022;
5414;Shannon Bauer;3;5414;1-1-2022;
5415;Jim Rasmussen;5;5415;1-1-2022;
5416;Miah Doyle;4;5416;1-1-2022;
5417;Harri Rangel;5;5417;1-1-2022;
5418;Emelia Grimes;4;5418;1-1-2022;
5419;Kaden Hilton;4;5419;1-1-2022;
5420;Cameron Dickerson;4;5420;1-1-2022;
5421;Idris Copeland;5;5421;1-1-2022;
5422;Hayden Chen;3;5422;1-1-2022;
5423;Clayton Farrell;3;5423;1-1-2022;
5424;Safia Hodges;4;5424;1-1-2022;
5425;Brendan Suarez;5;5425;1-1-2022;
5426;Tim Mckee;1;5426;1-1-2022;
5427;Abbie Lyons;3;5427;1-1-2022;
5428;Morgan Short;1;5428;1-1-2022;
5429;Owais York;1;5429;1-1-2022;
5430;Grace Berry;4;5430;1-1-2022;
5431;Anoushka Moses;3;5431;1-1-2022;
5432;Ben Peters;1;5432;1-1-2022;
5433;Pauline Murphy;3;5433;1-1-2022;
5434;Liam Flores;5;5434;1-1-2022;
5435;Huda Greene;3;5435;1-1-2022;
5436;Aiza Hunter;5;5436;1-1-2022;
5437;Conor Buck;1;5437;1-1-2022;
5438;Damien Lang;1;5438;1-1-2022;
5439;Leanne Sparks;5;5439;1-1-2022;
5440;Kelvin Lamb;1;5440;1-1-2022;
5441;Gareth Frederick;3;5441;1-1-2022;
5442;Keane Carver;1;5442;1-1-2022;
5443;Ishaan Ford;3;5443;1-1-2022;
5444;Lottie Rice;4;5444;1-1-2022;
5445;Ioan Mayo;3;5445;1-1-2022;
5446;Talha Harvey;2;5446;1-1-2022;
5447;Montgomery Sweeney;5;5447;1-1-2022;
5448;Caroline Solis;4;5448;1-1-2022;
5449;Marilyn Grant;5;5449;1-1-2022;
5450;Jemima Acevedo;4;5450;1-1-2022;
5451;Shakira Brooks;1;5451;1-1-2022;
5452;Cayden Rosario;3;5452;1-1-2022;
5453;Shayla Garrett;3;5453;1-1-2022;
5454;Timothy Hunt;5;5454;1-1-2022;
5455;Cassie Spencer;3;5455;1-1-2022;
5456;Albie Warren;5;5456;1-1-2022;
5457;Wilbur Sears;1;5457;1-1-2022;
5458;Ayesha Oliver;1;5458;1-1-2022;
5459;Harrison Cisneros;4;5459;1-1-2022;
5460;Jane Ortiz;5;5460;1-1-2022;
5461;Daisie Hammond;2;5461;1-1-2022;
5462;Lili Ramsey;3;5462;1-1-2022;
5463;Kaleb Krueger;1;5463;1-1-2022;
5464;Bailey Hardin;2;5464;1-1-2022;
5465;Tiffany Lindsay;3;5465;1-1-2022;
5466;Corey Wilkinson;3;5466;1-1-2022;
5467;Hugh Carlson;4;5467;1-1-2022;
5468;Saarah Cardenas;3;5468;1-1-2022;
5469;Ray Haynes;1;5469;1-1-2022;
5470;Madeline Cook;2;5470;1-1-2022;
5471;Gertrude Owen;2;5471;1-1-2022;
5472;Abbey Stark;5;5472;1-1-2022;
5473;Hamza Haas;4;5473;1-1-2022;
5474;Imogen Medina;3;5474;1-1-2022;
5475;Cordelia Reed;2;5475;1-1-2022;
5476;Denise Roy;1;5476;1-1-2022;
5477;Edith O'Moore;2;5477;1-1-2022;
5478;Addie Friedman;5;5478;1-1-2022;
5479;James Harrington;3;5479;1-1-2022;
5480;Stephen Mcgrath;5;5480;1-1-2022;
5481;Luc Horton;2;5481;1-1-2022;
5482;Emmie Mcdowell;4;5482;1-1-2022;
5483;Mathilda Manning;1;5483;1-1-2022;
5484;Roosevelt Wiley;2;5484;1-1-2022;
5485;Louis Massey;5;5485;1-1-2022;
5486;Yusra Galvan;4;5486;1-1-2022;
5487;Elisabeth Mullins;4;5487;1-1-2022;
5488;Lennon Yoder;2;5488;1-1-2022;
5489;Rosalie Calhoun;4;5489;1-1-2022;
5490;Keisha Barnett;5;5490;1-1-2022;
5491;Keziah Conley;3;5491;1-1-2022;
5492;Mathew Mcgowan;3;5492;1-1-2022;
5493;Yunus Conway;2;5493;1-1-2022;
5494;Zohaib Townsend;5;5494;1-1-2022;
5495;Arun Gould;5;5495;1-1-2022;
5496;Lina Holt;1;5496;1-1-2022;
5497;Earl Beard;5;5497;1-1-2022;
5498;Marshall Hernandez;2;5498;1-1-2022;
5499;Anas Duncan;1;5499;1-1-2022;
5500;Jordan Turner;3;5500;1-1-2022;
5501;Caoimhe Gomez;2;5501;1-1-2022;
5502;Thea Vargas;5;5502;1-1-2022;
5503;Safa Kane;2;5503;1-1-2022;
5504;Sienna Best;5;5504;1-1-2022;
5505;Lucinda Chavez;3;5505;1-1-2022;
5506;Kirsty Morrow;1;5506;1-1-2022;
5507;Samara Ball;5;5507;1-1-2022;
5508;Maggie Carroll;5;5508;1-1-2022;
5509;Nell Patrick;5;5509;1-1-2022;
5510;Daniella O'Quinn;5;5510;1-1-2022;
5511;Bryan Rojas;5;5511;1-1-2022;
5512;Jacqueline Newton;3;5512;1-1-2022;
5513;Dominik Taylor;3;5513;1-1-2022;
5514;Shannon Bauer;1;5514;1-1-2022;
5515;Jim Rasmussen;1;5515;1-1-2022;
5516;Miah Doyle;1;5516;1-1-2022;
5517;Harri Rangel;1;5517;1-1-2022;
5518;Emelia Grimes;4;5518;1-1-2022;
5519;Kaden Hilton;3;5519;1-1-2022;
5520;Cameron Dickerson;5;5520;1-1-2022;
5521;Idris Copeland;4;5521;1-1-2022;
5522;Hayden Chen;4;5522;1-1-2022;
5523;Clayton Farrell;1;5523;1-1-2022;
5524;Safia Hodges;3;5524;1-1-2022;
5525;Brendan Suarez;2;5525;1-1-2022;
5526;Tim Mckee;1;5526;1-1-2022;
5527;Abbie Lyons;1;5527;1-1-2022;
5528;Morgan Short;3;5528;1-1-2022;
5529;Owais York;5;5529;1-1-2022;
5530;Grace Berry;2;5530;1-1-2022;
5531;Anoushka Moses;2;5531;1-1-2022;
5532;Ben Peters;2;5532;1-1-2022;
5533;Pauline Murphy;3;5533;1-1-2022;
5534;Liam Flores;5;5534;1-1-2022;
5535;Huda Greene;3;5535;1-1-2022;
5536;Aiza Hunter;1;5536;1-1-2022;
5537;Conor Buck;2;5537;1-1-2022;
5538;Damien Lang;4;5538;1-1-2022;
5539;Leanne Sparks;3;5539;1-1-2022;
5540;Kelvin Lamb;5;5540;1-1-2022;
5541;Gareth Frederick;1;5541;1-1-2022;
5542;Keane Carver;5;5542;1-1-2022;
5543;Ishaan Ford;1;5543;1-1-2022;
5544;Lottie Rice;2;5544;1-1-2022;
5545;Ioan Mayo;3;5545;1-1-2022;
5546;Talha Harvey;2;5546;1-1-2022;
5547;Montgomery Sweeney;5;5547;1-1-2022;
5548;Caroline Solis;2;5548;1-1-2022;
5549;Marilyn Grant;3;5549;1-1-2022;
5550;Jemima Acevedo;3;5550;1-1-2022;
5551;Shakira Brooks;5;5551;1-1-2022;
5552;Cayden Rosario;3;5552;1-1-2022;
5553;Shayla Garrett;4;5553;1-1-2022;
5554;Timothy Hunt;3;5554;1-1-2022;
5555;Cassie Spencer;2;5555;1-1-2022;
5556;Albie Warren;4;5556;1-1-2022;
5557;Wilbur Sears;4;5557;1-1-2022;
5558;Ayesha Oliver;4;5558;1-1-2022;
5559;Harrison Cisneros;1;5559;1-1-2022;
5560;Jane Ortiz;1;5560;1-1-2022;
5561;Daisie Hammond;3;5561;1-1-2022;
5562;Lili Ramsey;5;5562;1-1-2022;
5563;Kaleb Krueger;1;5563;1-1-2022;
5564;Bailey Hardin;2;5564;1-1-2022;
5565;Tiffany Lindsay;5;5565;1-1-2022;
5566;Corey Wilkinson;3;5566;1-1-2022;
5567;Hugh Carlson;2;5567;1-1-2022;
5568;Saarah Cardenas;2;5568;1-1-2022;
5569;Ray Haynes;3;5569;1-1-2022;
5570;Madeline Cook;1;5570;1-1-2022;
5571;Gertrude Owen;1;5571;1-1-2022;
5572;Abbey Stark;2;5572;1-1-2022;
5573;Hamza Haas;1;5573;1-1-2022;
5574;Imogen Medina;2;5574;1-1-2022;
5575;Cordelia Reed;1;5575;1-1-2022;
5576;Denise Roy;3;5576;1-1-2022;
5577;Edith O'Moore;4;5577;1-1-2022;
5578;Addie Friedman;4;5578;1-1-2022;
5579;James Harrington;4;5579;1-1-2022;
5580;Stephen Mcgrath;3;5580;1-1-2022;
5581;Luc Horton;2;5581;1-1-2022;
5582;Emmie Mcdowell;4;5582;1-1-2022;
5583;Mathilda Manning;1;5583;1-1-2022;
5584;Roosevelt Wiley;4;5584;1-1-2022;
5585;Louis Massey;1;5585;1-1-2022;
5586;Yusra Galvan;4;5586;1-1-2022;
5587;Elisabeth Mullins;3;5587;1-1-2022;
5588;Lennon Yoder;1;5588;1-1-2022;
5589;Rosalie Calhoun;1;5589;1-1-2022;
5590;Keisha Barnett;2;5590;1-1-2022;
5591;Keziah Conley;5;5591;1-1-2022;
5592;Mathew Mcgowan;3;5592;1-1-2022;
5593;Yunus Conway;1;5593;1-1-2022;
5594;Zohaib Townsend;3;5594;1-1-2022;
5595;Arun Gould;5;5595;1-1-2022;
5596;Lina Holt;3;5596;1-1-2022;
5597;Earl Beard;2;5597;1-1-2022;
5598;Marshall Hernandez;4;5598;1-1-2022;
5599;Anas Duncan;3;5599;1-1-2022;
5600;Jordan Turner;3;5600;1-1-2022;
5601;Caoimhe Gomez;5;5601;1-1-2022;
5602;Thea Vargas;5;5602;1-1-2022;
5603;Safa Kane;4;5603;1-1-2022;
5604;Sienna Best;3;5604;1-1-2022;
5605;Lucinda Chavez;4;5605;1-1-2022;
5606;Kirsty Morrow;5;5606;1-1-2022;
5607;Samara Ball;1;5607;1-1-2022;
5608;Maggie Carroll;2;5608;1-1-2022;
5609;Nell Patrick;5;5609;1-1-2022;
5610;Daniella O'Quinn;1;5610;1-1-2022;
5611;Bryan Rojas;1;5611;1-1-2022;
5612;Jacqueline Newton;5;5612;1-1-2022;
5613;Dominik Taylor;3;5613;1-1-2022;
5614;Shannon Bauer;5;5614;1-1-2022;
5615;Jim Rasmussen;3;5615;1-1-2022;
5616;Miah Doyle;3;5616;1-1-2022;
5617;Harri Rangel;1;5617;1-1-2022;
5618;Emelia Grimes;3;5618;1-1-2022;
5619;Kaden Hilton;4;5619;1-1-2022;
5620;Cameron Dickerson;3;5620;1-1-2022;
5621;Idris Copeland;3;5621;1-1-2022;
5622;Hayden Chen;2;5622;1-1-2022;
5623;Clayton Farrell;4;5623;1-1-2022;
5624;Safia Hodges;1;5624;1-1-2022;
5625;Brendan Suarez;3;5625;1-1-2022;
5626;Tim Mckee;5;5626;1-1-2022;
5627;Abbie Lyons;4;5627;1-1-2022;
5628;Morgan Short;3;5628;1-1-2022;
5629;Owais York;5;5629;1-1-2022;
5630;Grace Berry;1;5630;1-1-2022;
5631;Anoushka Moses;4;5631;1-1-2022;
5632;Ben Peters;3;5632;1-1-2022;
5633;Pauline Murphy;3;5633;1-1-2022;
5634;Liam Flores;3;5634;1-1-2022;
5635;Huda Greene;1;5635;1-1-2022;
5636;Aiza Hunter;2;5636;1-1-2022;
5637;Conor Buck;4;5637;1-1-2022;
5638;Damien Lang;3;5638;1-1-2022;
5639;Leanne Sparks;5;5639;1-1-2022;
5640;Kelvin Lamb;2;5640;1-1-2022;
5641;Gareth Frederick;5;5641;1-1-2022;
5642;Keane Carver;5;5642;1-1-2022;
5643;Ishaan Ford;1;5643;1-1-2022;
5644;Lottie Rice;1;5644;1-1-2022;
5645;Ioan Mayo;3;5645;1-1-2022;
5646;Talha Harvey;5;5646;1-1-2022;
5647;Montgomery Sweeney;3;5647;1-1-2022;
5648;Caroline Solis;2;5648;1-1-2022;
5649;Marilyn Grant;3;5649;1-1-2022;
5650;Jemima Acevedo;4;5650;1-1-2022;
5651;Shakira Brooks;4;5651;1-1-2022;
5652;Cayden Rosario;2;5652;1-1-2022;
5653;Shayla Garrett;2;5653;1-1-2022;
5654;Timothy Hunt;4;5654;1-1-2022;
5655;Cassie Spencer;1;5655;1-1-2022;
5656;Albie Warren;1;5656;1-1-2022;
5657;Wilbur Sears;5;5657;1-1-2022;
5658;Ayesha Oliver;3;5658;1-1-2022;
5659;Harrison Cisneros;1;5659;1-1-2022;
5660;Jane Ortiz;1;5660;1-1-2022;
5661;Daisie Hammond;1;5661;1-1-2022;
5662;Lili Ramsey;2;5662;1-1-2022;
5663;Kaleb Krueger;2;5663;1-1-2022;
5664;Bailey Hardin;2;5664;1-1-2022;
5665;Tiffany Lindsay;5;5665;1-1-2022;
5666;Corey Wilkinson;1;5666;1-1-2022;
5667;Hugh Carlson;4;5667;1-1-2022;
5668;Saarah Cardenas;3;5668;1-1-2022;
5669;Ray Haynes;1;5669;1-1-2022;
5670;Madeline Cook;5;5670;1-1-2022;
5671;Gertrude Owen;1;5671;1-1-2022;
5672;Abbey Stark;2;5672;1-1-2022;
5673;Hamza Haas;2;5673;1-1-2022;
5674;Imogen Medina;5;5674;1-1-2022;
5675;Cordelia Reed;3;5675;1-1-2022;
5676;Denise Roy;3;5676;1-1-2022;
5677;Edith O'Moore;2;5677;1-1-2022;
5678;Addie Friedman;1;5678;1-1-2022;
5679;James Harrington;4;5679;1-1-2022;
5680;Stephen Mcgrath;4;5680;1-1-2022;
5681;Luc Horton;1;5681;1-1-2022;
5682;Emmie Mcdowell;3;5682;1-1-2022;
5683;Mathilda Manning;4;5683;1-1-2022;
5684;Roosevelt Wiley;3;5684;1-1-2022;
5685;Louis Massey;3;5685;1-1-2022;
5686;Yusra Galvan;3;5686;1-1-2022;
5687;Elisabeth Mullins;1;5687;1-1-2022;
5688;Lennon Yoder;5;5688;1-1-2022;
5689;Rosalie Calhoun;5;5689;1-1-2022;
5690;Keisha Barnett;5;5690;1-1-2022;
5691;Keziah Conley;1;5691;1-1-2022;
5692;Mathew Mcgowan;2;5692;1-1-2022;
5693;Yunus Conway;5;5693;1-1-2022;
5694;Zohaib Townsend;5;5694;1-1-2022;
5695;Arun Gould;4;5695;1-1-2022;
5696;Lina Holt;4;5696;1-1-2022;
5697;Earl Beard;3;5697;1-1-2022;
5698;Marshall Hernandez;1;5698;1-1-2022;
5699;Anas Duncan;3;5699;1-1-2022;
5700;Jordan Turner;4;5700;1-1-2022;
5701;Caoimhe Gomez;3;5701;1-1-2022;
5702;Thea Vargas;4;5702;1-1-2022;
5703;Safa Kane;4;5703;1-1-2022;
5704;Sienna Best;1;5704;1-1-2022;
5705;Lucinda Chavez;3;5705;1-1-2022;
5706;Kirsty Morrow;5;5706;1-1-2022;
5707;Samara Ball;1;5707;1-1-2022;
5708;Maggie Carroll;1;5708;1-1-2022;
5709;Nell Patrick;1;5709;1-1-2022;
5710;Daniella O'Quinn;4;5710;1-1-2022;
5711;Bryan Rojas;1;5711;1-1-2022;
5712;Jacqueline Newton;4;5712;1-1-2022;
5713;Dominik Taylor;1;5713;1-1-2022;
5714;Shannon Bauer;4;5714;1-1-2022;
5715;Jim Rasmussen;3;5715;1-1-2022;
5716;Miah Doyle;2;5716;1-1-2022;
5717;Harri Rangel;4;5717;1-1-2022;
5718;Emelia Grimes;1;5718;1-1-2022;
5719;Kaden Hilton;3;5719;1-1-2022;
5720;Cameron Dickerson;3;5720;1-1-2022;
5721;Idris Copeland;4;5721;1-1-2022;
5722;Hayden Chen;4;5722;1-1-2022;
5723;Clayton Farrell;4;5723;1-1-2022;
5724;Safia Hodges;5;5724;1-1-2022;
5725;Brendan Suarez;2;5725;1-1-2022;
5726;Tim Mckee;2;5726;1-1-2022;
5727;Abbie Lyons;5;5727;1-1-2022;
5728;Morgan Short;1;5728;1-1-2022;
5729;Owais York;5;5729;1-1-2022;
5730;Grace Berry;4;5730;1-1-2022;
5731;Anoushka Moses;3;5731;1-1-2022;
5732;Ben Peters;3;5732;1-1-2022;
5733;Pauline Murphy;2;5733;1-1-2022;
5734;Liam Flores;1;5734;1-1-2022;
5735;Huda Greene;2;5735;1-1-2022;
5736;Aiza Hunter;3;5736;1-1-2022;
5737;Conor Buck;1;5737;1-1-2022;
5738;Damien Lang;3;5738;1-1-2022;
5739;Leanne Sparks;4;5739;1-1-2022;
5740;Kelvin Lamb;4;5740;1-1-2022;
5741;Gareth Frederick;2;5741;1-1-2022;
5742;Keane Carver;1;5742;1-1-2022;
5743;Ishaan Ford;5;5743;1-1-2022;
5744;Lottie Rice;4;5744;1-1-2022;
5745;Ioan Mayo;4;5745;1-1-2022;
5746;Talha Harvey;1;5746;1-1-2022;
5747;Montgomery Sweeney;3;5747;1-1-2022;
5748;Caroline Solis;2;5748;1-1-2022;
5749;Marilyn Grant;5;5749;1-1-2022;
5750;Jemima Acevedo;2;5750;1-1-2022;
5751;Shakira Brooks;1;5751;1-1-2022;
5752;Cayden Rosario;1;5752;1-1-2022;
5753;Shayla Garrett;5;5753;1-1-2022;
5754;Timothy Hunt;1;5754;1-1-2022;
5755;Cassie Spencer;5;5755;1-1-2022;
5756;Albie Warren;5;5756;1-1-2022;
5757;Wilbur Sears;3;5757;1-1-2022;
5758;Ayesha Oliver;5;5758;1-1-2022;
5759;Harrison Cisneros;5;5759;1-1-2022;
5760;Jane Ortiz;3;5760;1-1-2022;
5761;Daisie Hammond;1;5761;1-1-2022;
5762;Lili Ramsey;1;5762;1-1-2022;
